WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
13963,20170108,1753,12,FEW100, ,10, , , ,27, ,-2.8, ,24, ,-4.3, ,18, ,-7.8, ,69, ,8, ,130, , , ,30.33, , , , , ,30.63, ,AA, , , ,30.61, 
13963,20170108,1853,12,CLR, ,10, , , ,25, ,-3.9, ,23, ,-5, ,18, ,-7.8, ,75, ,6, ,130, , , ,30.32, , , , , ,30.62, ,AA, , , ,30.6, 
13963,20170108,1953,12,CLR, ,10, , , ,24, ,-4.4, ,22, ,-5.6, ,17, ,-8.3, ,75, ,6, ,130, , , ,30.33, , , , , ,30.63, ,AA, , , ,30.61, 
13963,20170108,2053,12,FEW150, ,10, , , ,24, ,-4.4, ,22, ,-5.3, ,19, ,-7.2, ,81, ,8, ,150, , , ,30.31, , , , , ,30.6, ,AA, , , ,30.59, 
13963,20170108,2153,12,SCT150, ,10, , , ,24, ,-4.4, ,22, ,-5.3, ,19, ,-7.2, ,81, ,5, ,150, , , ,30.31, , , , , ,30.6, ,AA, , , ,30.59, 
13963,20170108,2253,12,SCT150, ,10, , , ,24, ,-4.4, ,22, ,-5.3, ,19, ,-7.2, ,81, ,0, ,0, , , ,30.3, , , , , ,30.6, ,AA, , , ,30.58, 
13963,20170108,2353,12,FEW150, ,10, , , ,23, ,-5, ,22, ,-5.6, ,19, ,-7.2, ,85, ,0, ,0, , , ,30.29, , , , , ,30.58, ,AA, , , ,30.57, 
13963,20170109,53,12,CLR, ,10, , , ,20, ,-6.7, ,19, ,-6.9, ,18, ,-7.8, ,92, ,0, ,0, , , ,30.28, , , , , ,30.57, ,AA, , , ,30.56, 
13963,20170109,153,12,CLR, ,10, , , ,20, ,-6.7, ,20, ,-6.8, ,19, ,-7.2, ,96, ,5, ,200, , , ,30.26, , , , , ,30.56, ,AA, , , ,30.54, 
13963,20170109,253,12,CLR, ,10, , , ,24, ,-4.4, ,22, ,-5.6, ,17, ,-8.3, ,75, ,5, ,200, , , ,30.25, , , , , ,30.55, ,AA, , , ,30.53, 
13963,20170109,353,12,CLR, ,10, , , ,22, ,-5.6, ,21, ,-6.3, ,17, ,-8.3, ,81, ,3, ,140, , , ,30.23, , , , , ,30.53, ,AA, , , ,30.51, 
13963,20170109,453,12,CLR, ,10, , , ,20, ,-6.7, ,20, ,-6.8, ,19, ,-7.2, ,96, ,0, ,0, , , ,30.22, , , , , ,30.51, ,AA, , , ,30.5, 
13963,20170109,553,12,CLR, ,10, , , ,22, ,-5.6, ,21, ,-6.3, ,17, ,-8.3, ,81, ,0, ,0, , , ,30.22, , , , , ,30.51, ,AA, , , ,30.5, 
13963,20170109,653,12,FEW250, ,10, , , ,20, ,-6.7, ,19, ,-7.1, ,17, ,-8.3, ,88, ,3, ,180, , , ,30.22, , , , , ,30.51, ,AA, , , ,30.5, 
13963,20170109,753,12,FEW250, ,10, , , ,22, ,-5.6, ,21, ,-6, ,19, ,-7.2, ,88, ,3, ,100, , , ,30.22, , , , , ,30.52, ,AA, , , ,30.5, 
13963,20170109,853,12,SCT250, ,10, , , ,27, ,-2.8, ,25, ,-3.8, ,21, ,-6.1, ,78, ,5, ,150, , , ,30.23, , , , , ,30.52, ,AA, , , ,30.51, 
13963,20170109,953,12,FEW050 SCT250, ,10, , , ,35, ,1.7, ,30, ,-1, ,21, ,-6.1, ,57, ,7, ,180, , , ,30.23, , , , , ,30.53, ,AA, , , ,30.51, 
13963,20170109,1053,12,FEW040 SCT250, ,10, , , ,41, ,5, ,35, ,1.4, ,24, ,-4.4, ,51, ,9, ,190, , , ,30.19, , , , , ,30.48, ,AA, , , ,30.47, 
13963,20170109,1153,12,BKN042 BKN250, ,10, , , ,45, ,7.2, ,38, ,3.4, ,28, ,-2.2, ,51, ,8, ,190, , , ,30.15, , , , , ,30.44, ,AA, , , ,30.43, 
13963,20170109,1253,12,OVC044, ,10, , , ,46, ,7.8, ,39, ,3.8, ,29, ,-1.7, ,52, ,11, ,170, , , ,30.09, , , , , ,30.38, ,AA, , , ,30.37, 
13963,20170109,1353,12,OVC047, ,10, , , ,46, ,7.8, ,39, ,4, ,30, ,-1.1, ,54, ,9, ,120, , , ,30.05, , , , , ,30.34, ,AA, , , ,30.33, 
13963,20170109,1453,12,OVC048, ,10, , , ,44, ,6.7, ,39, ,3.6, ,31, ,-0.6, ,60, ,10, ,130, , , ,30.02, , , , , ,30.31, ,AA, , , ,30.3, 
13963,20170109,1553,12,OVC047, ,10, , , ,44, ,6.7, ,39, ,4, ,33, ,0.6, ,65, ,9, ,140, , , ,29.99, , , , , ,30.28, ,AA, , , ,30.27, 
13963,20170109,1653,12,OVC050, ,10, , , ,43, ,6.1, ,39, ,3.9, ,34, ,1.1, ,71, ,8, ,150, , , ,29.97, , , , , ,30.27, ,AA, , , ,30.25, 
13963,20170109,1753,12,OVC055, ,10, , , ,42, ,5.6, ,39, ,3.6, ,34, ,1.1, ,73, ,9, ,150, , , ,29.96, , , , , ,30.25, ,AA, , , ,30.24, 
13963,20170109,1853,12,SCT046 OVC055, ,10, , , ,42, ,5.6, ,39, ,3.8, ,35, ,1.7, ,76, ,11, ,150, , , ,29.92, , , , , ,30.22, ,AA, , , ,30.2, 
13963,20170109,1953,12,SCT042 OVC055, ,10, , , ,42, ,5.6, ,39, ,4.1, ,36, ,2.2, ,79, ,5, ,150, , , ,29.91, , , , , ,30.2, ,AA, , , ,30.19, 
13963,20170109,2053,12,SCT043 OVC050, ,10, , , ,47, ,8.3, ,43, ,6.2, ,39, ,3.9, ,74, ,14, ,180, , , ,29.88, , , , , ,30.17, ,AA, , , ,30.16, 
13963,20170109,2153,12,BKN035 OVC050, ,10, , , ,49, ,9.4, ,45, ,7.3, ,41, ,5, ,74, ,10, ,200, , , ,29.86, , , , , ,30.14, ,AA, , , ,30.14, 
13963,20170109,2253,12,BKN039 OVC050, ,10, , , ,50, ,10, ,47, ,8.1, ,43, ,6.1, ,77, ,17, ,180, , , ,29.83, , , , , ,30.12, ,AA, , , ,30.11, 
13963,20170109,2342,12,BKN028 OVC033, ,10, , , ,50, ,10, ,47, ,8.3, ,44, ,6.7, ,80, ,11, ,190, , , ,29.82, , , , , ,M, ,SP, , , ,30.1, 
13963,20170109,2353,12,BKN026 OVC033, ,10, , , ,50, ,10, ,48, ,8.6, ,45, ,7.2, ,83, ,11, ,180, ,21, ,29.81, , , , , ,30.1, ,AA, , , ,30.09, 
13963,20170110,53,12,BKN022 OVC029, ,10, , , ,52, ,11.1, ,49, ,9.7, ,47, ,8.3, ,83, ,13, ,190, ,29, ,29.78, , , , , ,30.06, ,AA, , , ,30.06, 
13963,20170110,153,12,OVC023, ,10, , , ,53, ,11.7, ,51, ,10.5, ,49, ,9.4, ,86, ,16, ,180, ,24, ,29.75, , , , , ,30.03, ,AA, , , ,30.03, 
13963,20170110,253,12,OVC019, ,10, , , ,54, ,12.2, ,52, ,11, ,50, ,10, ,86, ,15, ,180, ,25, ,29.73, , , , , ,30.02, ,AA, , , ,30.01, 
13963,20170110,353,12,BKN018 OVC023, ,10, , , ,55, ,12.8, ,53, ,11.8, ,52, ,11.1, ,90, ,16, ,190, ,25, ,29.72, , , , , ,30, ,AA, , , ,30, 
13963,20170110,453,12,OVC019, ,10, , , ,56, ,13.3, ,54, ,12.4, ,53, ,11.7, ,90, ,18, ,180, ,26, ,29.68, , , , , ,29.97, ,AA, , , ,29.96, 
13963,20170110,553,12,OVC016, ,10, , , ,56, ,13.3, ,54, ,12.4, ,53, ,11.7, ,90, ,18, ,170, ,28, ,29.65, , , , , ,29.93, ,AA, , , ,29.92, 
13963,20170110,653,12,OVC019, ,10, , , ,57, ,13.9, ,55, ,12.9, ,54, ,12.2, ,90, ,21, ,180, ,31, ,29.63, , , , , ,29.92, ,AA, , , ,29.91, 
13963,20170110,753,12,OVC017, ,7, , , ,58, ,14.4, ,56, ,13.5, ,55, ,12.8, ,90, ,18, ,190, ,25, ,29.67, , , , , ,29.96, ,AA, , , ,29.95, 
13963,20170110,853,12,BKN017 OVC030, ,7, ,#NAME?, ,57, ,13.9, ,57, ,13.8, ,57, ,13.9, ,100, ,18, ,180, ,28, ,29.67, , , , , ,29.96, ,AA, ,0.01, ,29.95, 
13963,20170110,953,12,OVC015, ,7, ,#NAME?, ,58, ,14.4, ,57, ,14.1, ,57, ,13.9, ,97, ,15, ,180, , , ,29.69, , , , , ,29.98, ,AA, ,  T, ,29.97, 
13963,20170110,1053,12,BKN017 BKN035 OVC050, ,10, , , ,61, ,16.1, ,59, ,14.8, ,57, ,13.9, ,87, ,18, ,190, ,29, ,29.68, , , , , ,29.96, ,AA, ,0.01, ,29.96, 
13963,20170110,1153,12,BKN021 BKN035 OVC060, ,10, , , ,63, ,17.2, ,60, ,15.6, ,58, ,14.4, ,84, ,16, ,210, ,26, ,29.65, , , , , ,29.93, ,AA, ,0.01, ,29.93, 
13963,20170110,1244,12,SCT025 BKN040 BKN080, ,10, , , ,67, ,19.4, ,62, ,16.7, ,59, ,15, ,76, ,15, ,200, ,24, ,29.62, , , , , ,M, ,SP, , , ,29.9, 
13963,20170110,1253,12,SCT025 BKN040 BKN080, ,10, , , ,68, ,20, ,62, ,16.6, ,58, ,14.4, ,71, ,18, ,200, ,25, ,29.62, , , , , ,29.89, ,AA, , , ,29.89, 
13963,20170110,1353,12,SCT030 BKN080 BKN250, ,10, , , ,69, ,20.6, ,62, ,16.9, ,58, ,14.4, ,68, ,18, ,220, ,30, ,29.62, , , , , ,29.89, ,AA, , , ,29.89, 
13963,20170110,1453,12,SCT030 BKN080 BKN250, ,10, , , ,70, ,21.1, ,63, ,17.4, ,59, ,15, ,68, ,15, ,210, , , ,29.62, , , , , ,29.9, ,AA, , , ,29.89, 
13963,20170110,1553,12,SCT035 OVC200, ,10, , , ,70, ,21.1, ,63, ,17.4, ,59, ,15, ,68, ,10, ,230, , , ,29.65, , , , , ,29.92, ,AA, , , ,29.92, 
13963,20170110,1653,12,FEW040 OVC150, ,10, , , ,67, ,19.4, ,62, ,16.4, ,58, ,14.4, ,73, ,7, ,190, , , ,29.67, , , , , ,29.95, ,AA, , , ,29.95, 
13963,20170110,1753,12,FEW040 OVC150, ,10, , , ,64, ,17.8, ,60, ,15.8, ,58, ,14.4, ,81, ,6, ,210, , , ,29.69, , , , , ,29.98, ,AA, , , ,29.97, 
13963,20170110,1853,12,FEW050 OVC150, ,10, , , ,58, ,14.4, ,57, ,14.1, ,57, ,13.9, ,97, ,0, ,0, , , ,29.72, , , , , ,30, ,AA, , , ,30, 
13963,20170110,1953,12,SCT060 BKN200, ,10, , , ,55, ,12.8, ,55, ,12.7, ,55, ,12.8, ,100, ,0, ,0, , , ,29.74, , , , , ,30.02, ,AA, , , ,30.02, 
13963,20170110,2053,12,SCT065 BKN200, ,10, , , ,51, ,10.6, ,51, ,10.5, ,51, ,10.6, ,100, ,0, ,0, , , ,29.75, , , , , ,30.03, ,AA, , , ,30.03, 
13963,20170110,2153,12,OVC065, ,10, , , ,52, ,11.1, ,52, ,11.1, ,52, ,11.1, ,100, ,0, ,0, , , ,29.75, , , , , ,30.03, ,AA, , , ,30.03, 
13963,20170110,2253,12,BKN065 OVC200, ,10, , , ,51, ,10.6, ,51, ,10.5, ,51, ,10.6, ,100, ,0, ,0, , , ,29.74, , , , , ,30.03, ,AA, , , ,30.02, 
13963,20170110,2353,12,BKN065 OVC200, ,10, , , ,56, ,13.3, ,56, ,13.3, ,56, ,13.3, ,100, ,6, ,160, , , ,29.73, , , , , ,30.01, ,AA, , , ,30.01, 
13963,20170111,53,12,SCT024 BKN031 OVC150, ,10, , , ,58, ,14.4, ,58, ,14.4, ,58, ,14.4, ,100, ,6, ,180, , , ,29.72, , , , , ,30.01, ,AA, , , ,30, 
13963,20170111,114,12,BKN016 OVC028, ,10, , , ,58, ,14.4, ,58, ,14.4, ,58, ,14.4, ,100, ,0, ,0, , , ,29.72, , , , , ,M, ,SP, , , ,30, 
13963,20170111,151,12,OVC013, ,7, , , ,57, ,14, ,57, ,13.8, ,57, ,14, ,100, ,0, ,0, , , ,29.72, , , , , ,M, ,SP, , , ,30, 
13963,20170111,153,12,OVC013, ,7, , , ,58, ,14.4, ,58, ,14.4, ,58, ,14.4, ,100, ,0, ,0, , , ,29.72, , , , , ,30, ,AA, , , ,30, 
13963,20170111,253,12,OVC011, ,10, , , ,61, ,16.1, ,61, ,16.1, ,61, ,16.1, ,100, ,8, ,190, , , ,29.72, , , , , ,30, ,AA, ,  T, ,30, 
13963,20170111,353,12,OVC014, ,10, , , ,62, ,16.7, ,62, ,16.6, ,62, ,16.7, ,100, ,9, ,180, , , ,29.7, , , , , ,29.98, ,AA, , , ,29.98, 
13963,20170111,453,12,OVC014, ,10, ,#NAME?, ,63, ,17.2, ,63, ,17.2, ,63, ,17.2, ,100, ,11, ,190, , , ,29.69, , , , , ,29.98, ,AA, ,  T, ,29.97, 
13963,20170111,553,12,OVC014, ,10, , , ,63, ,17.2, ,62, ,16.8, ,62, ,16.7, ,97, ,15, ,180, , , ,29.68, , , , , ,29.96, ,AA, ,  T, ,29.96, 
13963,20170111,651,12,BKN015 OVC032, ,10, , , ,63, ,17, ,63, ,17.2, ,63, ,17, ,100, ,10, ,180, , , ,29.68, , , , , ,M, ,SP, , , ,29.96, 
13963,20170111,653,12,BKN015 OVC032, ,10, , , ,63, ,17.2, ,62, ,16.8, ,62, ,16.7, ,97, ,9, ,190, , , ,29.68, , , , , ,29.96, ,AA, , , ,29.96, 
13963,20170111,739,12,OVC013, ,10, , , ,64, ,17.8, ,63, ,17.4, ,63, ,17.2, ,97, ,14, ,190, ,23, ,29.7, , , , , ,M, ,SP, , , ,29.98, 
13963,20170111,753,12,OVC013, ,10, , , ,64, ,17.8, ,63, ,17.4, ,63, ,17.2, ,97, ,14, ,180, , , ,29.69, , , , , ,29.98, ,AA, , , ,29.97, 
13963,20170111,853,12,BKN014 BKN025 OVC040, ,10, , , ,65, ,18.3, ,63, ,17.3, ,62, ,16.7, ,90, ,22, ,190, ,30, ,29.7, , , , , ,29.98, ,AA, , , ,29.98, 
13963,20170111,911,12,SCT014 BKN025 OVC060, ,10, , , ,65, ,18.3, ,63, ,17.3, ,62, ,16.7, ,90, ,16, ,190, ,28, ,29.7, , , , , ,M, ,SP, , , ,29.98, 
13963,20170111,951,12,SCT015 BKN032 BKN060, ,10, , , ,66, ,19, ,64, ,17.8, ,63, ,17, ,90, ,17, ,180, ,29, ,29.7, , , , , ,M, ,SP, , , ,29.98, 
13963,20170111,953,12,SCT015 BKN032 BKN060, ,10, , , ,67, ,19.4, ,64, ,17.7, ,62, ,16.7, ,84, ,16, ,190, ,29, ,29.7, , , , , ,29.98, ,AA, , , ,29.98, 
13963,20170111,1053,12,SCT020 OVC035, ,10, , , ,67, ,19.4, ,63, ,17.4, ,61, ,16.1, ,81, ,17, ,190, ,28, ,29.69, , , , , ,29.97, ,AA, , , ,29.97, 
13963,20170111,1130,12,BKN022 OVC040, ,10, , , ,67, ,19.4, ,64, ,17.7, ,62, ,16.7, ,84, ,20, ,190, ,26, ,29.67, , , , , ,M, ,SP, , , ,29.95, 
13963,20170111,1153,12,FEW015 BKN025 OVC040, ,10, , , ,67, ,19.4, ,64, ,17.7, ,62, ,16.7, ,84, ,16, ,190, ,23, ,29.66, , , , , ,29.94, ,AA, , , ,29.94, 
13963,20170111,1251,12,SCT025 BKN040 OVC060, ,10, , , ,70, ,21, ,64, ,18, ,61, ,16, ,73, ,20, ,190, ,31, ,29.63, , , , , ,M, ,SP, , , ,29.91, 
13963,20170111,1253,12,SCT025 BKN035 OVC050, ,10, , , ,69, ,20.6, ,64, ,17.8, ,61, ,16.1, ,76, ,21, ,200, ,31, ,29.63, , , , , ,29.91, ,AA, , , ,29.91, 
13963,20170111,1353,12,SCT028 BKN055 BKN250, ,10, , , ,72, ,22.2, ,65, ,18.1, ,60, ,15.6, ,66, ,25, ,190, ,33, ,29.6, , , , , ,29.88, ,AA, , , ,29.88, 
13963,20170111,1453,12,SCT035 BKN250, ,10, , , ,72, ,22.2, ,64, ,17.8, ,59, ,15, ,64, ,26, ,210, ,40, ,29.59, , , , , ,29.86, ,AA, , , ,29.86, 
13963,20170111,1553,12,SCT045 BKN250, ,10, , , ,73, ,22.8, ,64, ,18, ,59, ,15, ,62, ,16, ,200, ,25, ,29.59, , , , , ,29.87, ,AA, , , ,29.87, 
13963,20170111,1653,12,BKN050 BKN250, ,10, , , ,71, ,21.7, ,64, ,17.6, ,59, ,15, ,66, ,15, ,190, , , ,29.6, , , , , ,29.88, ,AA, , , ,29.88, 
13963,20170111,1753,12,BKN055 BKN250, ,10, , , ,70, ,21.1, ,63, ,17.4, ,59, ,15, ,68, ,11, ,180, , , ,29.6, , , , , ,29.88, ,AA, , , ,29.88, 
13963,20170111,1853,12,BKN055 BKN250, ,10, , , ,69, ,20.6, ,63, ,17.2, ,59, ,15, ,71, ,9, ,170, , , ,29.62, , , , , ,29.89, ,AA, , , ,29.89, 
13963,20170111,1953,12,SCT055 BKN250, ,10, , , ,69, ,20.6, ,63, ,17.2, ,59, ,15, ,71, ,15, ,170, , , ,29.6, , , , , ,29.88, ,AA, , , ,29.88, 
13963,20170111,2053,12,BKN055, ,10, , , ,69, ,20.6, ,63, ,17.2, ,59, ,15, ,71, ,13, ,190, ,29, ,29.62, , , , , ,29.9, ,AA, , , ,29.9, 
13963,20170111,2153,12,BKN050, ,10, , , ,69, ,20.6, ,63, ,17.2, ,59, ,15, ,71, ,20, ,190, ,28, ,29.62, , , , , ,29.9, ,AA, , , ,29.9, 
13963,20170111,2253,12,OVC050, ,10, , , ,68, ,20, ,63, ,17, ,59, ,15, ,73, ,16, ,190, ,28, ,29.65, , , , , ,29.92, ,AA, , , ,29.92, 
13963,20170111,2353,12,BKN034, ,10, , , ,67, ,19.4, ,63, ,17.1, ,60, ,15.6, ,78, ,14, ,200, ,21, ,29.65, , , , , ,29.93, ,AA, , , ,29.93, 
13963,20170112,53,12,FEW034 OVC050, ,10, , , ,67, ,19.4, ,63, ,17.4, ,61, ,16.1, ,81, ,15, ,190, ,26, ,29.66, , , , , ,29.94, ,AA, , , ,29.94, 
13963,20170112,153,12,FEW034 OVC055, ,10, , , ,67, ,19.4, ,63, ,17.4, ,61, ,16.1, ,81, ,11, ,190, ,23, ,29.68, , , , , ,29.96, ,AA, , , ,29.96, 
13963,20170112,253,12,SCT028 BKN036 OVC055, ,10, , , ,67, ,19.4, ,64, ,17.7, ,62, ,16.7, ,84, ,15, ,200, ,23, ,29.69, , , , , ,29.97, ,AA, , , ,29.97, 
13963,20170112,353,12,FEW037 OVC060, ,10, , , ,67, ,19.4, ,64, ,17.7, ,62, ,16.7, ,84, ,14, ,190, ,24, ,29.7, , , , , ,29.98, ,AA, , , ,29.98, 
13963,20170112,453,12,FEW031 SCT065, ,10, , , ,66, ,18.9, ,64, ,17.5, ,62, ,16.7, ,87, ,17, ,190, , , ,29.69, , , , , ,29.97, ,AA, , , ,29.97, 
13963,20170112,553,12,FEW034, ,10, , , ,66, ,18.9, ,64, ,17.5, ,62, ,16.7, ,87, ,17, ,190, ,28, ,29.71, , , , , ,29.99, ,AA, , , ,29.99, 
13963,20170112,653,12,FEW020 SCT060, ,10, , , ,66, ,18.9, ,64, ,17.5, ,62, ,16.7, ,87, ,13, ,190, ,21, ,29.73, , , , , ,30.01, ,AA, , , ,30.01, 
13963,20170112,753,12,SCT025 SCT060, ,10, , , ,66, ,18.9, ,64, ,17.8, ,63, ,17.2, ,90, ,10, ,200, , , ,29.78, , , , , ,30.06, ,AA, , , ,30.06, 
13963,20170112,851,12,BKN025, ,10, , , ,68, ,20, ,65, ,18.2, ,63, ,17, ,84, ,13, ,200, , , ,29.8, , , , , ,M, ,SP, , , ,30.08, 
13963,20170112,853,12,BKN025, ,10, , , ,67, ,19.4, ,65, ,18, ,63, ,17.2, ,87, ,15, ,200, , , ,29.8, , , , , ,30.08, ,AA, , , ,30.08, 
13963,20170112,953,12,BKN022 OVC035, ,10, , , ,69, ,20.6, ,65, ,18.4, ,63, ,17.2, ,81, ,14, ,200, , , ,29.84, , , , , ,30.11, ,AA, , , ,30.12, 
13963,20170112,1004,12,SCT022 BKN035 BKN070, ,10, , , ,70, ,21.1, ,66, ,18.6, ,63, ,17.2, ,79, ,15, ,200, ,23, ,29.84, , , , , ,M, ,SP, , , ,30.12, 
13963,20170112,1053,12,SCT025 BKN032 OVC070, ,10, , , ,71, ,21.7, ,66, ,18.9, ,63, ,17.2, ,76, ,10, ,210, , , ,29.85, , , , , ,30.13, ,AA, , , ,30.13, 
13963,20170112,1114,12,BKN025 OVC040, ,10, , , ,71, ,21.7, ,66, ,18.8, ,63, ,17.2, ,76, ,16, ,210, , , ,29.84, , , , , ,M, ,SP, , , ,30.12, 
13963,20170112,1153,12,BKN027 OVC035, ,10, , , ,72, ,22.2, ,66, ,19, ,63, ,17.2, ,73, ,15, ,210, ,20, ,29.83, , , , , ,30.11, ,AA, , , ,30.11, 
13963,20170112,1253,12,BKN029 OVC037, ,10, , , ,73, ,22.8, ,67, ,19.2, ,63, ,17.2, ,71, ,17, ,230, ,26, ,29.82, , , , , ,30.1, ,AA, , , ,30.1, 
13963,20170112,1353,12,BKN029 BKN046, ,10, , , ,74, ,23.3, ,67, ,19.4, ,63, ,17.2, ,69, ,11, ,210, , , ,29.82, , , , , ,30.1, ,AA, , , ,30.1, 
13963,20170112,1438,12,SCT028 BKN040 OVC075, ,10, , , ,74, ,23.3, ,67, ,19.4, ,63, ,17.2, ,69, ,16, ,210, ,22, ,29.83, , , , , ,M, ,SP, , , ,30.11, 
13963,20170112,1453,12,SCT034 BKN043 OVC055, ,10, , , ,74, ,23.3, ,67, ,19.4, ,63, ,17.2, ,69, ,16, ,190, ,20, ,29.84, , , , , ,30.11, ,AA, , , ,30.12, 
13963,20170112,1553,12,BKN039 OVC080, ,10, , , ,73, ,22.8, ,67, ,19.2, ,63, ,17.2, ,71, ,10, ,210, , , ,29.86, , , , , ,30.14, ,AA, , , ,30.14, 
13963,20170112,1653,12,FEW035 OVC075, ,10, , , ,72, ,22.2, ,66, ,19.1, ,63, ,17.2, ,73, ,8, ,190, , , ,29.88, , , , , ,30.16, ,AA, , , ,30.16, 
13963,20170112,1753,12,FEW035 OVC080, ,10, , , ,69, ,20.6, ,65, ,18.4, ,63, ,17.2, ,81, ,6, ,180, , , ,29.9, , , , , ,30.18, ,AA, , , ,30.18, 
13963,20170112,1853,12,OVC080, ,10, , , ,68, ,20, ,65, ,18.2, ,63, ,17.2, ,84, ,6, ,160, , , ,29.92, , , , , ,30.2, ,AA, , , ,30.2, 
13963,20170112,1953,12,OVC085, ,10, , , ,67, ,19.4, ,65, ,18, ,63, ,17.2, ,87, ,0, ,0, , , ,29.95, , , , , ,30.23, ,AA, , , ,30.23, 
13963,20170112,2053,12,OVC042, ,10, , , ,64, ,17.8, ,61, ,15.8, ,58, ,14.4, ,81, ,14, ,360, , , ,29.98, , , , , ,30.26, ,AA, , , ,30.26, 
13963,20170112,2153,12,SCT048 OVC085, ,10, , , ,59, ,15, ,55, ,12.8, ,52, ,11.1, ,78, ,14, ,30, , , ,30.01, , , , , ,30.29, ,AA, , , ,30.29, 
13963,20170112,2253,12,BKN050 OVC090, ,10, , , ,56, ,13.3, ,52, ,11.2, ,49, ,9.4, ,78, ,11, ,40, , , ,30.03, , , , , ,30.31, ,AA, , , ,30.31, 
13963,20170112,2353,12,SCT060 OVC085, ,10, , , ,54, ,12.2, ,51, ,10.5, ,48, ,8.9, ,80, ,9, ,40, , , ,30.04, , , , , ,30.32, ,AA, , , ,30.32, 
13963,20170113,53,12,FEW060 OVC085, ,10, , , ,52, ,11.1, ,50, ,9.9, ,48, ,8.9, ,86, ,13, ,70, , , ,30.05, , , , , ,30.33, ,AA, , , ,30.33, 
13963,20170113,115,12,BKN016 OVC060, ,10, , , ,51, ,10.6, ,49, ,9.1, ,46, ,7.8, ,83, ,13, ,40, , , ,30.06, , , , , ,M, ,SP, , , ,30.34, 
13963,20170113,153,12,BKN016 OVC060, ,10, , , ,50, ,10, ,48, ,8.6, ,45, ,7.2, ,83, ,13, ,50, , , ,30.08, , , , , ,30.37, ,AA, , , ,30.36, 
13963,20170113,253,12,OVC015, ,10, , , ,48, ,8.9, ,47, ,8, ,45, ,7.2, ,89, ,10, ,70, , , ,30.1, , , , , ,30.38, ,AA, , , ,30.38, 
13963,20170113,353,12,OVC019, ,10, , , ,46, ,7.8, ,44, ,6.4, ,41, ,5, ,83, ,13, ,30, , , ,30.13, , , , , ,30.41, ,AA, , , ,30.41, 
13963,20170113,453,12,OVC016, ,10, , , ,43, ,6.1, ,41, ,5.1, ,39, ,3.9, ,86, ,9, ,60, , , ,30.13, , , , , ,30.42, ,AA, ,  T, ,30.41, 
13963,20170113,523,12,OVC015, ,2.5, ,#NAME?, ,41, ,5, ,41, ,4.7, ,40, ,4.4, ,96, ,10, ,50, , , ,30.15, , , , , ,M, ,SP, , , ,30.43, 
13963,20170113,532,12,OVC015, ,3, ,#NAME?, ,41, ,5, ,41, ,5, ,41, ,5, ,100, ,11, ,50, , , ,30.15, , , , , ,M, ,SP, , , ,30.43, 
13963,20170113,553,12,OVC015, ,4, ,BR, ,41, ,5, ,41, ,5, ,41, ,5, ,100, ,8, ,60, , , ,30.16, , , , , ,30.45, ,AA, ,0.01, ,30.44, 
13963,20170113,616,12,FEW007 OVC015, ,4, ,BR, ,40, ,4.4, ,40, ,4.4, ,40, ,4.4, ,100, ,10, ,50, , , ,30.16, , , , , ,M, ,SP, , , ,30.44, 
13963,20170113,651,12,BKN009 OVC015, ,4, ,BR, ,39, ,4, ,39, ,3.8, ,39, ,4, ,100, ,8, ,60, , , ,30.18, , , , , ,M, ,SP, , , ,30.46, 
13963,20170113,653,12,BKN009 OVC015, ,4, ,BR, ,40, ,4.4, ,40, ,4.4, ,40, ,4.4, ,100, ,8, ,60, , , ,30.18, , , , , ,30.46, ,AA, , , ,30.46, 
13963,20170113,753,12,OVC008, ,5, ,BR, ,39, ,3.9, ,39, ,3.8, ,39, ,3.9, ,100, ,11, ,60, , , ,30.19, , , , , ,30.48, ,AA, , , ,30.47, 
13963,20170113,853,12,OVC006, ,3, ,BR, ,39, ,3.9, ,39, ,3.8, ,39, ,3.9, ,100, ,10, ,60, , , ,30.22, , , , , ,30.51, ,AA, , , ,30.5, 
13963,20170113,922,12,OVC004, ,3, ,BR, ,39, ,3.9, ,39, ,3.8, ,39, ,3.9, ,100, ,7, ,70, , , ,30.24, , , , , ,M, ,SP, , , ,30.52, 
13963,20170113,951,12,OVC004, ,2.5, ,BR, ,39, ,4, ,39, ,3.8, ,39, ,4, ,100, ,7, ,70, , , ,30.24, , , , , ,M, ,SP, , , ,30.52, 
13963,20170113,953,12,OVC004, ,2.5, ,BR, ,39, ,3.9, ,39, ,3.8, ,39, ,3.9, ,100, ,8, ,60, , , ,30.24, , , , , ,30.53, ,AA, , , ,30.52, 
